,model,category,language,frame_type,instance,prompt,total_logprob,avg_logprob
4832,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Granatapfel,Ein Beispiel für Essen ist ___.,-14.4658203125,-3.616455078125
4833,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Kartoffel,Ein Beispiel für Essen ist ___.,-12.5810546875,-4.193684895833333
4834,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Kürbis,Ein Beispiel für Essen ist ___.,-13.125,-6.5625
4835,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Radieschen,Ein Beispiel für Essen ist ___.,-15.484375,-5.161458333333333
4836,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Himbeere,Ein Beispiel für Essen ist ___.,-17.0,-5.666666666666667
4837,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Erdbeere,Ein Beispiel für Essen ist ___.,-13.5859375,-4.528645833333333
4838,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Tomate,Ein Beispiel für Essen ist ___.,-12.25,-6.125
4839,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Pute,Ein Beispiel für Essen ist ___.,-13.8125,-6.90625
4840,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Limette,Ein Beispiel für Essen ist ___.,-15.53125,-7.765625
4841,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Orange,Ein Beispiel für Essen ist ___.,-12.4375,-12.4375
4842,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,generic,Paprika,Ein Beispiel für Essen ist ___.,-11.0078125,-5.50390625
4843,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Huhn,Nenne ein Beispiel für Essen: ___,-9.375,-4.6875
4844,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Apfel,Nenne ein Beispiel für Essen: ___,-9.470703125,-4.7353515625
4845,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Avocado,Nenne ein Beispiel für Essen: ___,-10.6025390625,-5.30126953125
4846,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Banane,Nenne ein Beispiel für Essen: ___,-10.3203125,-5.16015625
4847,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Bohne,Nenne ein Beispiel für Essen: ___,-13.099609375,-6.5498046875
4848,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Blaubeere,Nenne ein Beispiel für Essen: ___,-12.005859375,-3.00146484375
4849,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Mohrrübe,Nenne ein Beispiel für Essen: ___,-14.50390625,-3.6259765625
4850,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Blumenkohl,Nenne ein Beispiel für Essen: ___,-10.92578125,-2.7314453125
4851,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Sellerie,Nenne ein Beispiel für Essen: ___,-12.267333984375,-6.1336669921875
4852,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Kirsche,Nenne ein Beispiel für Essen: ___,-12.71875,-4.239583333333333
4853,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Preiselbeere,Nenne ein Beispiel für Essen: ___,-17.9677734375,-4.491943359375
4854,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Gurke,Nenne ein Beispiel für Essen: ___,-12.3203125,-6.16015625
4855,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Feige,Nenne ein Beispiel für Essen: ___,-14.4375,-7.21875
4856,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Ingwer,Nenne ein Beispiel für Essen: ___,-10.4375,-5.21875
4857,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Gans,Nenne ein Beispiel für Essen: ___,-12.03125,-6.015625
4858,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Weintraube,Nenne ein Beispiel für Essen: ___,-13.171875,-4.390625
4859,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Zitrone,Nenne ein Beispiel für Essen: ___,-11.78485107421875,-3.92828369140625
4860,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Mango,Nenne ein Beispiel für Essen: ___,-9.5625,-9.5625
4861,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Melone,Nenne ein Beispiel für Essen: ___,-13.296875,-6.6484375
4862,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Olive,Nenne ein Beispiel für Essen: ___,-11.625,-11.625
4863,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Zwiebel,Nenne ein Beispiel für Essen: ___,-9.51171875,-3.1705729166666665
4864,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Papaya,Nenne ein Beispiel für Essen: ___,-11.65625,-5.828125
4865,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Erbse,Nenne ein Beispiel für Essen: ___,-10.76171875,-3.5872395833333335
4866,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Pfirsich,Nenne ein Beispiel für Essen: ___,-11.953125,-3.984375
4867,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Birne,Nenne ein Beispiel für Essen: ___,-10.890625,-5.4453125
4868,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Ananas,Nenne ein Beispiel für Essen: ___,-8.76953125,-4.384765625
4869,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Granatapfel,Nenne ein Beispiel für Essen: ___,-13.92724609375,-3.4818115234375
4870,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Kartoffel,Nenne ein Beispiel für Essen: ___,-10.37091064453125,-3.45697021484375
4871,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Kürbis,Nenne ein Beispiel für Essen: ___,-11.59765625,-5.798828125
4872,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Radieschen,Nenne ein Beispiel für Essen: ___,-12.9404296875,-4.3134765625
4873,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Himbeere,Nenne ein Beispiel für Essen: ___,-16.16796875,-5.389322916666667
4874,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Erdbeere,Nenne ein Beispiel für Essen: ___,-11.30859375,-3.76953125
4875,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Tomate,Nenne ein Beispiel für Essen: ___,-10.125,-5.0625
4876,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Pute,Nenne ein Beispiel für Essen: ___,-12.3125,-6.15625
4877,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Limette,Nenne ein Beispiel für Essen: ___,-13.84375,-6.921875
4878,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Orange,Nenne ein Beispiel für Essen: ___,-10.8125,-10.8125
4879,meta-llama/Llama-3.1-8B-Instruct,Essen,ger,indefinite_prod,Paprika,Nenne ein Beispiel für Essen: ___,-7.7158203125,-3.85791015625
4880,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,generic,Bett,Ein Beispiel für Möbel ist ___.,-9.8125,-9.8125
4881,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,generic,Bank,Ein Beispiel für Möbel ist ___.,-11.8125,-11.8125
4882,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,generic,Stuhl,Ein Beispiel für Möbel ist ___.,-10.1015625,-5.05078125
4883,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,generic,Schaukelstuhl,Ein Beispiel für Möbel ist ___.,-19.9052734375,-3.9810546875
4884,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,generic,Regal,Ein Beispiel für Möbel ist ___.,-14.78125,-7.390625
4885,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,generic,Hocker,Ein Beispiel für Möbel ist ___.,-13.40625,-6.703125
4886,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,generic,Tisch,Ein Beispiel für Möbel ist ___.,-8.8046875,-4.40234375
4887,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,indefinite_prod,Bett,Nenne ein Beispiel für Möbel: ___,-6.625,-6.625
4888,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,indefinite_prod,Bank,Nenne ein Beispiel für Möbel: ___,-10.25,-10.25
4889,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,indefinite_prod,Stuhl,Nenne ein Beispiel für Möbel: ___,-6.275390625,-3.1376953125
4890,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,indefinite_prod,Schaukelstuhl,Nenne ein Beispiel für Möbel: ___,-13.474853515625,-2.694970703125
4891,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,indefinite_prod,Regal,Nenne ein Beispiel für Möbel: ___,-9.921875,-4.9609375
4892,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,indefinite_prod,Hocker,Nenne ein Beispiel für Möbel: ___,-8.51953125,-4.259765625
4893,meta-llama/Llama-3.1-8B-Instruct,Möbel,ger,indefinite_prod,Tisch,Nenne ein Beispiel für Möbel: ___,-5.5869140625,-2.79345703125
4894,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Bär,Ein Beispiel für Säugetier ist ___.,-11.96875,-5.984375
4895,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Stier,Ein Beispiel für Säugetier ist ___.,-17.9375,-8.96875
4896,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Kamel,Ein Beispiel für Säugetier ist ___.,-12.1875,-6.09375
4897,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Katze,Ein Beispiel für Säugetier ist ___.,-9.2978515625,-4.64892578125
4898,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Gepard,Ein Beispiel für Säugetier ist ___.,-13.1640625,-4.388020833333333
4899,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Kuh,Ein Beispiel für Säugetier ist ___.,-10.875,-5.4375
4900,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Hirsch,Ein Beispiel für Säugetier ist ___.,-12.1875,-6.09375
4901,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Hund,Ein Beispiel für Säugetier ist ___.,-10.75,-10.75
4902,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Delphin,Ein Beispiel für Säugetier ist ___.,-12.333984375,-6.1669921875
4903,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Elefant,Ein Beispiel für Säugetier ist ___.,-10.5546875,-5.27734375
4904,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Fuchs,Ein Beispiel für Säugetier ist ___.,-10.125,-5.0625
4905,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Giraffe,Ein Beispiel für Säugetier ist ___.,-13.6171875,-6.80859375
4906,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Ziege,Ein Beispiel für Säugetier ist ___.,-12.2890625,-4.096354166666667
4907,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Hamster,Ein Beispiel für Säugetier ist ___.,-12.146484375,-6.0732421875
4908,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Nilpferd,Ein Beispiel für Säugetier ist ___.,-14.116470336914062,-3.5291175842285156
4909,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Pferd,Ein Beispiel für Säugetier ist ___.,-10.33203125,-3.4440104166666665
4910,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Känguru,Ein Beispiel für Säugetier ist ___.,-10.662109375,-3.5540364583333335
4911,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Leopard,Ein Beispiel für Säugetier ist ___.,-8.4375,-8.4375
4912,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Löwe,Ein Beispiel für Säugetier ist ___.,-9.1484375,-3.0494791666666665
4913,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Affe,Ein Beispiel für Säugetier ist ___.,-10.7109375,-5.35546875
4914,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Maus,Ein Beispiel für Säugetier ist ___.,-10.134765625,-5.0673828125
4915,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Schwein,Ein Beispiel für Säugetier ist ___.,-12.3828125,-6.19140625
4916,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Ratte,Ein Beispiel für Säugetier ist ___.,-15.40625,-7.703125
4917,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Nashorn,Ein Beispiel für Säugetier ist ___.,-15.4375,-7.71875
4918,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Seehund,Ein Beispiel für Säugetier ist ___.,-15.224609375,-5.074869791666667
4919,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Schaf,Ein Beispiel für Säugetier ist ___.,-11.453125,-5.7265625
4920,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Eichhörnchen,Ein Beispiel für Säugetier ist ___.,-13.53662109375,-2.256103515625
4921,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Tiger,Ein Beispiel für Säugetier ist ___.,-8.8125,-8.8125
4922,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Wal,Ein Beispiel für Säugetier ist ___.,-11.125,-11.125
4923,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Wolf,Ein Beispiel für Säugetier ist ___.,-10.1875,-10.1875
4924,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Zebra,Ein Beispiel für Säugetier ist ___.,-11.75,-5.875
4925,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Antilope,Ein Beispiel für Säugetier ist ___.,-14.216796875,-4.738932291666667
4926,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Dachs,Ein Beispiel für Säugetier ist ___.,-15.1875,-7.59375
4927,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Fledermaus,Ein Beispiel für Säugetier ist ___.,-14.71923828125,-2.94384765625
4928,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Biber,Ein Beispiel für Säugetier ist ___.,-12.96875,-6.484375
4929,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Bison,Ein Beispiel für Säugetier ist ___.,-11.25,-11.25
4930,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Kojote,Ein Beispiel für Säugetier ist ___.,-13.5703125,-4.5234375
4931,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Gazelle,Ein Beispiel für Säugetier ist ___.,-12.8984375,-6.44921875
4932,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Meerschweinchen,Ein Beispiel für Säugetier ist ___.,-12.031929016113281,-2.005321502685547
4933,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Igel,Ein Beispiel für Säugetier ist ___.,-12.3125,-6.15625
4934,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Maulwurf,Ein Beispiel für Säugetier ist ___.,-10.4193115234375,-3.4731038411458335
4935,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Eisbär,Ein Beispiel für Säugetier ist ___.,-10.0126953125,-3.3375651041666665
4936,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,generic,Rentier,Ein Beispiel für Säugetier ist ___.,-13.8828125,-6.94140625
4937,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Bär,Nenne ein Beispiel für Säugetier: ___,-7.421875,-3.7109375
4938,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Stier,Nenne ein Beispiel für Säugetier: ___,-12.234375,-6.1171875
4939,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Kamel,Nenne ein Beispiel für Säugetier: ___,-9.734375,-4.8671875
4940,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Katze,Nenne ein Beispiel für Säugetier: ___,-6.055908203125,-3.0279541015625
4941,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Gepard,Nenne ein Beispiel für Säugetier: ___,-8.4375,-2.8125
4942,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Kuh,Nenne ein Beispiel für Säugetier: ___,-9.453125,-4.7265625
4943,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Hirsch,Nenne ein Beispiel für Säugetier: ___,-7.0625,-3.53125
4944,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Hund,Nenne ein Beispiel für Säugetier: ___,-8.4375,-8.4375
4945,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Delphin,Nenne ein Beispiel für Säugetier: ___,-11.83203125,-5.916015625
4946,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Elefant,Nenne ein Beispiel für Säugetier: ___,-5.6328125,-2.81640625
4947,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Fuchs,Nenne ein Beispiel für Säugetier: ___,-6.6953125,-3.34765625
4948,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Giraffe,Nenne ein Beispiel für Säugetier: ___,-9.0712890625,-4.53564453125
4949,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Ziege,Nenne ein Beispiel für Säugetier: ___,-9.569091796875,-3.189697265625
4950,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Hamster,Nenne ein Beispiel für Säugetier: ___,-8.307861328125,-4.1539306640625
4951,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Nilpferd,Nenne ein Beispiel für Säugetier: ___,-10.317352294921875,-2.5793380737304688
4952,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Pferd,Nenne ein Beispiel für Säugetier: ___,-8.45703125,-2.8190104166666665
4953,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Känguru,Nenne ein Beispiel für Säugetier: ___,-7.1318359375,-2.3772786458333335
4954,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Leopard,Nenne ein Beispiel für Säugetier: ___,-7.0625,-7.0625
4955,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Löwe,Nenne ein Beispiel für Säugetier: ___,-6.77001953125,-2.2566731770833335
4956,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Affe,Nenne ein Beispiel für Säugetier: ___,-8.078125,-4.0390625
4957,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Maus,Nenne ein Beispiel für Säugetier: ___,-8.4296875,-4.21484375
4958,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Schwein,Nenne ein Beispiel für Säugetier: ___,-9.01953125,-4.509765625
4959,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Ratte,Nenne ein Beispiel für Säugetier: ___,-8.0947265625,-4.04736328125
4960,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Nashorn,Nenne ein Beispiel für Säugetier: ___,-11.65234375,-5.826171875
4961,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Seehund,Nenne ein Beispiel für Säugetier: ___,-10.1923828125,-3.3974609375
4962,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Schaf,Nenne ein Beispiel für Säugetier: ___,-9.546875,-4.7734375
4963,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Eichhörnchen,Nenne ein Beispiel für Säugetier: ___,-8.917526245117188,-1.486254374186198
4964,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Tiger,Nenne ein Beispiel für Säugetier: ___,-3.984375,-3.984375
4965,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Wal,Nenne ein Beispiel für Säugetier: ___,-8.5625,-8.5625
4966,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Wolf,Nenne ein Beispiel für Säugetier: ___,-7.09375,-7.09375
4967,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Zebra,Nenne ein Beispiel für Säugetier: ___,-9.26171875,-4.630859375
4968,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Antilope,Nenne ein Beispiel für Säugetier: ___,-8.4501953125,-2.8167317708333335
4969,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Dachs,Nenne ein Beispiel für Säugetier: ___,-10.359375,-5.1796875
4970,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Fledermaus,Nenne ein Beispiel für Säugetier: ___,-10.6275634765625,-2.1255126953125
4971,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Biber,Nenne ein Beispiel für Säugetier: ___,-8.921875,-4.4609375
4972,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Bison,Nenne ein Beispiel für Säugetier: ___,-8.8125,-8.8125
4973,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Kojote,Nenne ein Beispiel für Säugetier: ___,-11.36328125,-3.7877604166666665
4974,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Gazelle,Nenne ein Beispiel für Säugetier: ___,-11.00439453125,-5.502197265625
4975,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Meerschweinchen,Nenne ein Beispiel für Säugetier: ___,-9.203636169433594,-1.5339393615722656
4976,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Igel,Nenne ein Beispiel für Säugetier: ___,-8.703125,-4.3515625
4977,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Maulwurf,Nenne ein Beispiel für Säugetier: ___,-8.77923583984375,-2.9264119466145835
4978,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Eisbär,Nenne ein Beispiel für Säugetier: ___,-7.7451171875,-2.5817057291666665
4979,meta-llama/Llama-3.1-8B-Instruct,Säugetier,ger,indefinite_prod,Rentier,Nenne ein Beispiel für Säugetier: ___,-12.951171875,-6.4755859375
4980,meta-llama/Llama-3.1-8B-Instruct,Musikinstrument,ger,generic,Akkordeon,Ein Beispiel für Musikinstrument ist ___.,-10.524459838867188,-2.631114959716797
4981,meta-llama/Llama-3.1-8B-Instruct,Musikinstrument,ger,generic,Trommel,Ein Beispiel für Musikinstrument ist ___.,-14.53125,-7.265625
4982,meta-llama/Llama-3.1-8B-Instruct,Musikinstrument,ger,generic,Flöte,Ein Beispiel für Musikinstrument ist ___.,-10.26904296875,-3.4230143229166665
4983,meta-llama/Llama-3.1-8B-Instruct,Musikinstrument,ger,generic,Gitarre,Ein Beispiel für Musikinstrument ist ___.,-10.558837890625,-3.5196126302083335
4984,meta-llama/Llama-3.1-8B-Instruct,Musikinstrument,ger,generic,Mundharmonika,Ein Beispiel für Musikinstrument ist ___.,-13.346092224121094,-3.3365230560302734
